name	alpha	beta	L	m	T
r-125-1	2	1.0	23	2	151
r-125-1	2	1.0	23	2	303
r-125-1	2	1.0	23	3	151
r-125-1	2	1.0	23	3	303
r-125-1	2	1.33	11	1	151
r-125-1	2	1.33	11	1	303
r-125-1	2	1.33	11	2	151
r-125-1	2	1.33	11	2	303
r-125-1	2	1.33	11	3	151
r-125-1	2	1.33	11	3	303
r-125-1	2	1.33	23	1	151
r-125-1	2	1.33	23	1	303
r-125-1	2	1.33	23	2	151
r-125-1	2	1.33	23	2	303
r-125-1	2	1.33	23	3	151
r-125-1	2	1.33	23	3	303
r-125-2	1	0.67	13	1	153
r-125-2	1	0.67	13	1	307
r-125-2	1	0.67	13	2	153
r-125-2	1	0.67	13	2	307
r-125-2	1	0.67	13	3	153
r-125-2	1	0.67	13	3	307
r-125-2	1	0.67	26	1	153
r-125-2	1	0.67	26	1	307
r-125-2	1	0.67	26	2	153
r-125-2	1	0.67	26	2	307
r-125-2	1	0.67	26	3	153
r-125-2	1	0.67	26	3	307
r-125-2	1	1.0	13	1	153
r-125-2	1	1.0	13	1	307
r-125-2	1	1.0	13	2	153
r-125-2	1	1.0	13	2	307
r-125-2	1	1.0	13	3	153
r-125-2	1	1.0	13	3	307
r-125-2	1	1.0	26	1	153
r-125-2	1	1.0	26	1	307
r-125-2	1	1.0	26	2	153
r-125-2	1	1.0	26	2	307
r-125-2	1	1.0	26	3	153
r-125-2	1	1.0	26	3	307
r-125-2	1	1.33	13	1	153
r-125-2	1	1.33	13	1	307
r-125-2	1	1.33	13	2	153
r-125-2	1	1.33	13	2	307
r-125-2	1	1.33	13	3	153
r-125-2	1	1.33	13	3	307
r-125-2	1	1.33	26	1	153
r-125-2	1	1.33	26	1	307
r-125-2	1	1.33	26	2	153
r-125-2	1	1.33	26	2	307
r-125-2	1	1.33	26	3	153
r-125-2	1	1.33	26	3	307
r-125-2	2	0.67	13	1	153
r-125-2	2	0.67	13	1	307
r-125-2	2	0.67	13	2	153
r-125-2	2	0.67	13	2	307
r-125-2	2	0.67	13	3	153
r-125-2	2	0.67	13	3	307
r-125-2	2	0.67	26	1	153
r-125-2	2	0.67	26	1	307
r-125-2	2	0.67	26	2	153
r-125-2	2	0.67	26	2	307
r-125-2	2	0.67	26	3	153
r-125-2	2	0.67	26	3	307
r-125-2	2	1.0	13	1	153
r-125-2	2	1.0	13	1	307
r-125-2	2	1.0	13	2	153
r-125-2	2	1.0	13	2	307
r-125-2	2	1.0	13	3	153
r-125-2	2	1.0	13	3	307
r-125-2	2	1.0	26	1	153
r-125-2	2	1.0	26	1	307
r-125-2	2	1.0	26	2	153
r-125-2	2	1.0	26	2	307
r-125-2	2	1.0	26	3	153
r-125-2	2	1.0	26	3	307
r-125-2	2	1.33	13	1	153
r-125-2	2	1.33	13	1	307
r-125-2	2	1.33	13	2	153
r-125-2	2	1.33	13	2	307
r-125-2	2	1.33	13	3	153
r-125-2	2	1.33	13	3	307
r-125-2	2	1.33	26	1	153
r-125-2	2	1.33	26	1	307
r-125-2	2	1.33	26	2	153
r-125-2	2	1.33	26	2	307
r-125-2	2	1.33	26	3	153
r-125-2	2	1.33	26	3	307
r-125-3	1	0.67	12	1	156
r-125-3	1	0.67	12	1	312
r-125-3	1	0.67	12	2	156
r-125-3	1	0.67	12	2	312
r-125-3	1	0.67	12	3	156
r-125-3	1	0.67	12	3	312
r-125-3	1	0.67	25	1	156
r-125-3	1	0.67	25	1	312
r-125-3	1	0.67	25	2	156
r-125-3	1	0.67	25	2	312
r-125-3	1	0.67	25	3	156
r-125-3	1	0.67	25	3	312
r-125-3	1	1.0	12	1	156
r-125-3	1	1.0	12	1	312
r-125-3	1	1.0	12	2	156
r-125-3	1	1.0	12	2	312
r-125-3	1	1.0	12	3	156
r-125-3	1	1.0	12	3	312
r-125-3	1	1.0	25	1	156
r-125-3	1	1.0	25	1	312
r-125-3	1	1.0	25	2	156
r-125-3	1	1.0	25	2	312
r-125-3	1	1.0	25	3	156
r-125-3	1	1.0	25	3	312
r-125-3	1	1.33	12	1	156
r-125-3	1	1.33	12	1	312
r-125-3	1	1.33	12	2	156
r-125-3	1	1.33	12	2	312
r-125-3	1	1.33	12	3	156
r-125-3	1	1.33	12	3	312
r-125-3	1	1.33	25	1	156
r-125-3	1	1.33	25	1	312
r-125-3	1	1.33	25	2	156
r-125-3	1	1.33	25	2	312
r-125-3	1	1.33	25	3	156
r-125-3	1	1.33	25	3	312
r-125-3	2	0.67	12	1	156
r-125-3	2	0.67	12	1	312
r-125-3	2	0.67	12	2	156
r-125-3	2	0.67	12	2	312
r-125-3	2	0.67	12	3	156
r-125-3	2	0.67	12	3	312
r-125-3	2	0.67	25	1	156
r-125-3	2	0.67	25	1	312
r-125-3	2	0.67	25	2	156
r-125-3	2	0.67	25	2	312
r-125-3	2	0.67	25	3	156
r-125-3	2	0.67	25	3	312
r-125-3	2	1.0	12	1	156
r-125-3	2	1.0	12	1	312
r-125-3	2	1.0	12	2	156
r-125-3	2	1.0	12	2	312
r-125-3	2	1.0	12	3	156
r-125-3	2	1.0	12	3	312
r-125-3	2	1.0	25	1	156
r-125-3	2	1.0	25	1	312
r-125-3	2	1.0	25	2	156
r-125-3	2	1.0	25	2	312
r-125-3	2	1.0	25	3	156
r-125-3	2	1.0	25	3	312
r-125-3	2	1.33	12	1	156
r-125-3	2	1.33	12	1	312
r-125-3	2	1.33	12	2	156
r-125-3	2	1.33	12	2	312
r-125-3	2	1.33	12	3	156
r-125-3	2	1.33	12	3	312
r-125-3	2	1.33	25	1	156
r-125-3	2	1.33	25	1	312
r-125-3	2	1.33	25	2	156
r-125-3	2	1.33	25	2	312
r-125-3	2	1.33	25	3	156
r-125-3	2	1.33	25	3	312
r-125-4	1	0.67	12	1	166
r-125-4	1	0.67	12	1	332
r-125-4	1	0.67	12	2	166
r-125-4	1	0.67	12	2	332
r-125-4	1	0.67	12	3	166
r-125-4	1	0.67	12	3	332
r-125-4	1	0.67	25	1	166
r-125-4	1	0.67	25	1	332
r-125-4	1	0.67	25	2	166
r-125-4	1	0.67	25	2	332
r-125-4	1	0.67	25	3	166
r-125-4	1	0.67	25	3	332
r-125-4	1	1.0	12	1	166
r-125-4	1	1.0	12	1	332
r-125-4	1	1.0	12	2	166
r-125-4	1	1.0	12	2	332
r-125-4	1	1.0	12	3	166
r-125-4	1	1.0	12	3	332
r-125-4	1	1.0	25	1	166
r-125-4	1	1.0	25	1	332
r-125-4	1	1.0	25	2	166
r-125-4	1	1.0	25	2	332
r-125-4	1	1.0	25	3	166
r-125-4	1	1.0	25	3	332
r-125-4	1	1.33	12	1	166
r-125-4	1	1.33	12	1	332
r-125-4	1	1.33	12	2	166
r-125-4	1	1.33	12	2	332
r-125-4	1	1.33	12	3	166
r-125-4	1	1.33	12	3	332
r-125-4	1	1.33	25	1	166
r-125-4	1	1.33	25	1	332
r-125-4	1	1.33	25	2	166
r-125-4	1	1.33	25	2	332
r-125-4	1	1.33	25	3	166
r-125-4	1	1.33	25	3	332
r-125-4	2	0.67	12	1	166
r-125-4	2	0.67	12	1	332
r-125-4	2	0.67	12	2	166
r-125-4	2	0.67	12	2	332
r-125-4	2	0.67	12	3	166
r-125-4	2	0.67	12	3	332
r-125-4	2	0.67	25	1	166
r-125-4	2	0.67	25	1	332
r-125-4	2	0.67	25	2	166
r-125-4	2	0.67	25	2	332
r-125-4	2	0.67	25	3	166
r-125-4	2	0.67	25	3	332
r-125-4	2	1.0	12	1	166
r-125-4	2	1.0	12	1	332
r-125-4	2	1.0	12	2	166
r-125-4	2	1.0	12	2	332
r-125-4	2	1.0	12	3	166
r-125-4	2	1.0	12	3	332
r-125-4	2	1.0	25	1	166
r-125-4	2	1.0	25	1	332
r-125-4	2	1.0	25	2	166
r-125-4	2	1.0	25	2	332
r-125-4	2	1.0	25	3	166
r-125-4	2	1.0	25	3	332
r-125-4	2	1.33	12	1	166
r-125-4	2	1.33	12	1	332
r-125-4	2	1.33	12	2	166
r-125-4	2	1.33	12	2	332
r-125-4	2	1.33	12	3	166
r-125-4	2	1.33	12	3	332
r-125-4	2	1.33	25	1	166
r-125-4	2	1.33	25	1	332
r-125-4	2	1.33	25	2	166
r-125-4	2	1.33	25	2	332
r-125-4	2	1.33	25	3	166
r-125-4	2	1.33	25	3	332
r-125-5	1	0.67	13	1	157
r-125-5	1	0.67	13	1	314
r-125-5	1	0.67	13	2	157
r-125-5	1	0.67	13	2	314
r-125-5	1	0.67	13	3	157
r-125-5	1	0.67	13	3	314
r-125-5	1	0.67	26	1	157
r-125-5	1	0.67	26	1	314
r-125-5	1	0.67	26	2	157
r-125-5	1	0.67	26	2	314
r-125-5	1	0.67	26	3	157
r-125-5	1	0.67	26	3	314
r-125-5	1	1.0	13	1	157
r-125-5	1	1.0	13	1	314
r-125-5	1	1.0	13	2	157
r-125-5	1	1.0	13	2	314
r-125-5	1	1.0	13	3	157
r-125-5	1	1.0	13	3	314
r-125-5	1	1.0	26	1	157
r-125-5	1	1.0	26	1	314
r-125-5	1	1.0	26	2	157
r-125-5	1	1.0	26	2	314
r-125-5	1	1.0	26	3	157
r-125-5	1	1.0	26	3	314
r-125-5	1	1.33	13	1	157
r-125-5	1	1.33	13	1	314
r-125-5	1	1.33	13	2	157
r-125-5	1	1.33	13	2	314
r-125-5	1	1.33	13	3	157
r-125-5	1	1.33	13	3	314
r-125-5	1	1.33	26	1	157
r-125-5	1	1.33	26	1	314
r-125-5	1	1.33	26	2	157
r-125-5	1	1.33	26	2	314
r-125-5	1	1.33	26	3	157
r-125-5	1	1.33	26	3	314
r-125-5	2	0.67	13	1	157
r-125-5	2	0.67	13	1	314
r-125-5	2	0.67	13	2	157
r-125-5	2	0.67	13	2	314
r-125-5	2	0.67	13	3	157
r-125-5	2	0.67	13	3	314
r-125-5	2	0.67	26	1	157
r-125-5	2	0.67	26	1	314
r-125-5	2	0.67	26	2	157
r-125-5	2	0.67	26	2	314
r-125-5	2	0.67	26	3	157
r-125-5	2	0.67	26	3	314
r-125-5	2	1.0	13	1	157
r-125-5	2	1.0	13	1	314
r-125-5	2	1.0	13	2	157
r-125-5	2	1.0	13	2	314
r-125-5	2	1.0	13	3	157
r-125-5	2	1.0	13	3	314
r-125-5	2	1.0	26	1	157
r-125-5	2	1.0	26	1	314
r-125-5	2	1.0	26	2	157
r-125-5	2	1.0	26	2	314
r-125-5	2	1.0	26	3	157
r-125-5	2	1.0	26	3	314
r-125-5	2	1.33	13	1	157
r-125-5	2	1.33	13	1	314
r-125-5	2	1.33	13	2	157
r-125-5	2	1.33	13	2	314
r-125-5	2	1.33	13	3	157
r-125-5	2	1.33	13	3	314
r-125-5	2	1.33	26	1	157
r-125-5	2	1.33	26	1	314
r-125-5	2	1.33	26	2	157
r-125-5	2	1.33	26	2	314
r-125-5	2	1.33	26	3	157
r-125-5	2	1.33	26	3	314
r-150-1	1	0.67	12	1	170
r-150-1	1	0.67	12	1	340
r-150-1	1	0.67	12	2	170
r-150-1	1	0.67	12	2	340
r-150-1	1	0.67	12	3	170
r-150-1	1	0.67	12	3	340
r-150-1	1	0.67	25	1	170
r-150-1	1	0.67	25	1	340
r-150-1	1	0.67	25	2	170
r-150-1	1	0.67	25	2	340
r-150-1	1	0.67	25	3	170
r-150-1	1	0.67	25	3	340
r-150-1	1	1.0	12	1	170
r-150-1	1	1.0	12	1	340
r-150-1	1	1.0	12	2	170
r-150-1	1	1.0	12	2	340
r-150-1	1	1.0	12	3	170
r-150-1	1	1.0	12	3	340
r-150-1	1	1.0	25	1	170
r-150-1	1	1.0	25	1	340
r-150-1	1	1.0	25	2	170
r-150-1	1	1.0	25	2	340
r-150-1	1	1.0	25	3	170
r-150-1	1	1.0	25	3	340
r-150-1	1	1.33	12	1	170
r-150-1	1	1.33	12	1	340
r-150-1	1	1.33	12	2	170
r-150-1	1	1.33	12	2	340
r-150-1	1	1.33	12	3	170
r-150-1	1	1.33	12	3	340
r-150-1	1	1.33	25	1	170
r-150-1	1	1.33	25	1	340
r-150-1	1	1.33	25	2	170
r-150-1	1	1.33	25	2	340
r-150-1	1	1.33	25	3	170
r-150-1	1	1.33	25	3	340
r-150-1	2	0.67	12	1	170
r-150-1	2	0.67	12	1	340
r-150-1	2	0.67	12	2	170
r-150-1	2	0.67	12	2	340
r-150-1	2	0.67	12	3	170
r-150-1	2	0.67	12	3	340
r-150-1	2	0.67	25	1	170
r-150-1	2	0.67	25	1	340
r-150-1	2	0.67	25	2	170
r-150-1	2	0.67	25	2	340
r-150-1	2	0.67	25	3	170
r-150-1	2	0.67	25	3	340
r-150-1	2	1.0	12	1	170
r-150-1	2	1.0	12	1	340
r-150-1	2	1.0	12	2	170
r-150-1	2	1.0	12	2	340
r-150-1	2	1.0	12	3	170
r-150-1	2	1.0	12	3	340
r-150-1	2	1.0	25	1	170
r-150-1	2	1.0	25	1	340
r-150-1	2	1.0	25	2	170
r-150-1	2	1.0	25	2	340
r-150-1	2	1.0	25	3	170
r-150-1	2	1.0	25	3	340
r-150-1	2	1.33	12	1	170
r-150-1	2	1.33	12	1	340
r-150-1	2	1.33	12	2	170
r-150-1	2	1.33	12	2	340
r-150-1	2	1.33	12	3	170
r-150-1	2	1.33	12	3	340
r-150-1	2	1.33	25	1	170
r-150-1	2	1.33	25	1	340
r-150-1	2	1.33	25	2	170
r-150-1	2	1.33	25	2	340
r-150-1	2	1.33	25	3	170
r-150-1	2	1.33	25	3	340
r-150-2	1	0.67	12	1	155
r-150-2	1	0.67	12	1	311
r-150-2	1	0.67	12	2	155
r-150-2	1	0.67	12	2	311
r-150-2	1	0.67	12	3	155
r-150-2	1	0.67	12	3	311
r-150-2	1	0.67	24	1	155
r-150-2	1	0.67	24	1	311
r-150-2	1	0.67	24	2	155
r-150-2	1	0.67	24	2	311
r-150-2	1	0.67	24	3	155
r-150-2	1	0.67	24	3	311
r-150-2	1	1.0	12	1	155
r-150-2	1	1.0	12	1	311
r-150-2	1	1.0	12	2	155
r-150-2	1	1.0	12	2	311
r-150-2	1	1.0	12	3	155
r-150-2	1	1.0	12	3	311
r-150-2	1	1.0	24	1	155
r-150-2	1	1.0	24	1	311
r-150-2	1	1.0	24	2	155
r-150-2	1	1.0	24	2	311
r-150-2	1	1.0	24	3	155
r-150-2	1	1.0	24	3	311
r-150-2	1	1.33	12	1	155
r-150-2	1	1.33	12	1	311
r-150-2	1	1.33	12	2	155
r-150-2	1	1.33	12	2	311
r-150-2	1	1.33	12	3	155
r-150-2	1	1.33	12	3	311
r-150-2	1	1.33	24	1	155
r-150-2	1	1.33	24	1	311
r-150-2	1	1.33	24	2	155
r-150-2	1	1.33	24	2	311
r-150-2	1	1.33	24	3	155
r-150-2	1	1.33	24	3	311
r-150-2	2	0.67	12	1	155
r-150-2	2	0.67	12	1	311
r-150-2	2	0.67	12	2	155
r-150-2	2	0.67	12	2	311
r-150-2	2	0.67	12	3	155
r-150-2	2	0.67	12	3	311
r-150-2	2	0.67	24	1	155
r-150-2	2	0.67	24	1	311
r-150-2	2	0.67	24	2	155
r-150-2	2	0.67	24	2	311
r-150-2	2	0.67	24	3	155
r-150-2	2	0.67	24	3	311
r-150-2	2	1.0	12	1	155
r-150-2	2	1.0	12	1	311
r-150-2	2	1.0	12	2	155
r-150-2	2	1.0	12	2	311
r-150-2	2	1.0	12	3	155
r-150-2	2	1.0	12	3	311
r-150-2	2	1.0	24	1	155
r-150-2	2	1.0	24	1	311
r-150-2	2	1.0	24	2	155
r-150-2	2	1.0	24	2	311
r-150-2	2	1.0	24	3	155
r-150-2	2	1.0	24	3	311
r-150-2	2	1.33	12	1	155
r-150-2	2	1.33	12	1	311
r-150-2	2	1.33	12	2	155
r-150-2	2	1.33	12	2	311
r-150-2	2	1.33	12	3	155
r-150-2	2	1.33	12	3	311
r-150-2	2	1.33	24	1	155
r-150-2	2	1.33	24	1	311
r-150-2	2	1.33	24	2	155
r-150-2	2	1.33	24	2	311
r-150-2	2	1.33	24	3	155
r-150-2	2	1.33	24	3	311
r-150-3	1	0.67	12	1	170
r-150-3	1	0.67	12	1	340
r-150-3	1	0.67	12	2	170
r-150-3	1	0.67	12	2	340
r-150-3	1	0.67	12	3	170
r-150-3	1	0.67	12	3	340
r-150-3	1	0.67	25	1	170
r-150-3	1	0.67	25	1	340
r-150-3	1	0.67	25	2	170
r-150-3	1	0.67	25	2	340
r-150-3	1	0.67	25	3	170
r-150-3	1	0.67	25	3	340
r-150-3	1	1.0	12	1	170
r-150-3	1	1.0	12	1	340
r-150-3	1	1.0	12	2	170
r-150-3	1	1.0	12	2	340
r-150-3	1	1.0	12	3	170
r-150-3	1	1.0	12	3	340
r-150-3	1	1.0	25	1	170
r-150-3	1	1.0	25	1	340
r-150-3	1	1.0	25	2	170
r-150-3	1	1.0	25	2	340
r-150-3	1	1.0	25	3	170
r-150-3	1	1.0	25	3	340
r-150-3	1	1.33	12	1	170
r-150-3	1	1.33	12	1	340
r-150-3	1	1.33	12	2	170
r-150-3	1	1.33	12	2	340
r-150-3	1	1.33	12	3	170
r-150-3	1	1.33	12	3	340
r-150-3	1	1.33	25	1	170
r-150-3	1	1.33	25	1	340
r-150-3	1	1.33	25	2	170
r-150-3	1	1.33	25	2	340
r-150-3	1	1.33	25	3	170
r-150-3	1	1.33	25	3	340
r-150-3	2	0.67	12	1	170
r-150-3	2	0.67	12	1	340
r-150-3	2	0.67	12	2	170
r-150-3	2	0.67	12	2	340
r-150-3	2	0.67	12	3	170
r-150-3	2	0.67	12	3	340
r-150-3	2	0.67	25	1	170
r-150-3	2	0.67	25	1	340
r-150-3	2	0.67	25	2	170
r-150-3	2	0.67	25	2	340
r-150-3	2	0.67	25	3	170
r-150-3	2	0.67	25	3	340
r-150-3	2	1.0	12	1	170
r-150-3	2	1.0	12	1	340
r-150-3	2	1.0	12	2	170
r-150-3	2	1.0	12	2	340
r-150-3	2	1.0	12	3	170
r-150-3	2	1.0	12	3	340
r-150-3	2	1.0	25	1	170
r-150-3	2	1.0	25	1	340
r-150-3	2	1.0	25	2	170
r-150-3	2	1.0	25	2	340
r-150-3	2	1.0	25	3	170
r-150-3	2	1.0	25	3	340
r-150-3	2	1.33	12	1	170
r-150-3	2	1.33	12	1	340
r-150-3	2	1.33	12	2	170
r-150-3	2	1.33	12	2	340
r-150-3	2	1.33	12	3	170
r-150-3	2	1.33	12	3	340
r-150-3	2	1.33	25	1	170
r-150-3	2	1.33	25	1	340
r-150-3	2	1.33	25	2	170
r-150-3	2	1.33	25	2	340
r-150-3	2	1.33	25	3	170
r-150-3	2	1.33	25	3	340
r-150-4	1	0.67	12	1	172
r-150-4	1	0.67	12	1	345
r-150-4	1	0.67	12	2	172
r-150-4	1	0.67	12	2	345
r-150-4	1	0.67	12	3	172
r-150-4	1	0.67	12	3	345
r-150-4	1	0.67	24	1	172
r-150-4	1	0.67	24	1	345
r-150-4	1	0.67	24	2	172
r-150-4	1	0.67	24	2	345
r-150-4	1	0.67	24	3	172
r-150-4	1	0.67	24	3	345
r-150-4	1	1.0	12	1	172
r-150-4	1	1.0	12	1	345
r-150-4	1	1.0	12	2	172
r-150-4	1	1.0	12	2	345
r-150-4	1	1.0	12	3	172
r-150-4	1	1.0	12	3	345
r-150-4	1	1.0	24	1	172
r-150-4	1	1.0	24	1	345
r-150-4	1	1.0	24	2	172
r-150-4	1	1.0	24	2	345
r-150-4	1	1.0	24	3	172
r-150-4	1	1.0	24	3	345
r-150-4	1	1.33	12	1	172
r-150-4	1	1.33	12	1	345
r-150-4	1	1.33	12	2	172
r-150-4	1	1.33	12	2	345
r-150-4	1	1.33	12	3	172
r-150-4	1	1.33	12	3	345
r-150-4	1	1.33	24	1	172
r-150-4	1	1.33	24	1	345
r-150-4	1	1.33	24	2	172
r-150-4	1	1.33	24	2	345
r-150-4	1	1.33	24	3	172
r-150-4	1	1.33	24	3	345
r-150-4	2	0.67	12	1	172
r-150-4	2	0.67	12	1	345
r-150-4	2	0.67	12	2	172
r-150-4	2	0.67	12	2	345
r-150-4	2	0.67	12	3	172
r-150-4	2	0.67	12	3	345
r-150-4	2	0.67	24	1	172
r-150-4	2	0.67	24	1	345
r-150-4	2	0.67	24	2	172
r-150-4	2	0.67	24	2	345
r-150-4	2	0.67	24	3	172
r-150-4	2	0.67	24	3	345
r-150-4	2	1.0	12	1	172
r-150-4	2	1.0	12	1	345
r-150-4	2	1.0	12	2	172
r-150-4	2	1.0	12	2	345
r-150-4	2	1.0	12	3	172
r-150-4	2	1.0	12	3	345
r-150-4	2	1.0	24	1	172
r-150-4	2	1.0	24	1	345
r-150-4	2	1.0	24	2	172
r-150-4	2	1.0	24	2	345
r-150-4	2	1.0	24	3	172
r-150-4	2	1.0	24	3	345
r-150-4	2	1.33	12	1	172
r-150-4	2	1.33	12	1	345
r-150-4	2	1.33	12	2	172
r-150-4	2	1.33	12	2	345
r-150-4	2	1.33	12	3	172
r-150-4	2	1.33	12	3	345
r-150-4	2	1.33	24	1	172
r-150-4	2	1.33	24	1	345
r-150-4	2	1.33	24	2	172
r-150-4	2	1.33	24	2	345
r-150-4	2	1.33	24	3	172
r-150-4	2	1.33	24	3	345
r-150-5	1	0.67	12	1	174
r-150-5	1	0.67	12	1	348
r-150-5	1	0.67	12	2	174
r-150-5	1	0.67	12	2	348
r-150-5	1	0.67	12	3	174
r-150-5	1	0.67	12	3	348
r-150-5	1	0.67	25	1	174
r-150-5	1	0.67	25	1	348
r-150-5	1	0.67	25	2	174
r-150-5	1	0.67	25	2	348
r-150-5	1	0.67	25	3	174
r-150-5	1	0.67	25	3	348
r-150-5	1	1.0	12	1	174
r-150-5	1	1.0	12	1	348
r-150-5	1	1.0	12	2	174
r-150-5	1	1.0	12	2	348
r-150-5	1	1.0	12	3	174
r-150-5	1	1.0	12	3	348
r-150-5	1	1.0	25	1	174
r-150-5	1	1.0	25	1	348
r-150-5	1	1.0	25	2	174
r-150-5	1	1.0	25	2	348
r-150-5	1	1.0	25	3	174
r-150-5	1	1.0	25	3	348
r-150-5	1	1.33	12	1	174
r-150-5	1	1.33	12	1	348
r-150-5	1	1.33	12	2	174
r-150-5	1	1.33	12	2	348
r-150-5	1	1.33	12	3	174
r-150-5	1	1.33	12	3	348
r-150-5	1	1.33	25	1	174
r-150-5	1	1.33	25	1	348
r-150-5	1	1.33	25	2	174
r-150-5	1	1.33	25	2	348
r-150-5	1	1.33	25	3	174
r-150-5	1	1.33	25	3	348
r-150-5	2	0.67	12	1	174
r-150-5	2	0.67	12	1	348
r-150-5	2	0.67	12	2	174
r-150-5	2	0.67	12	2	348
r-150-5	2	0.67	12	3	174
r-150-5	2	0.67	12	3	348
r-150-5	2	0.67	25	1	174
r-150-5	2	0.67	25	1	348
r-150-5	2	0.67	25	2	174
r-150-5	2	0.67	25	2	348
r-150-5	2	0.67	25	3	174
r-150-5	2	0.67	25	3	348
r-150-5	2	1.0	12	1	174
r-150-5	2	1.0	12	1	348
r-150-5	2	1.0	12	2	174
r-150-5	2	1.0	12	2	348
r-150-5	2	1.0	12	3	174
r-150-5	2	1.0	12	3	348
r-150-5	2	1.0	25	1	174
r-150-5	2	1.0	25	1	348
r-150-5	2	1.0	25	2	174
r-150-5	2	1.0	25	2	348
r-150-5	2	1.0	25	3	174
r-150-5	2	1.0	25	3	348
r-150-5	2	1.33	12	1	174
r-150-5	2	1.33	12	1	348
r-150-5	2	1.33	12	2	174
r-150-5	2	1.33	12	2	348
r-150-5	2	1.33	12	3	174
r-150-5	2	1.33	12	3	348
r-150-5	2	1.33	25	1	174
r-150-5	2	1.33	25	1	348
r-150-5	2	1.33	25	2	174
r-150-5	2	1.33	25	2	348
r-150-5	2	1.33	25	3	174
r-150-5	2	1.33	25	3	348
